round,source,organization,amount_usd,receiving_charity,purpose,note,year
2025,Jaan Tallinn,Medronho,564000.0,"Ashgro, Inc.",General support of Medronho,"$564,000 Speculation: ($70,000)†",2025
2025,Jaan Tallinn,Metaculus,750000.0,"Metaculus, Inc.",General support,"$750,000 Speculation: ($65,000)†",2025
2025,Jaan Tallinn,Mindstream Project,100000.0,"Mindstream Project, Ltd.",General support,"$100,000 Speculation: ($30,000)†",2025
2025,Jaan Tallinn,Missing Measures,338000.0,"Lightcone Infrastructure, Inc.",General support of Missing Measures,"$338,000 Speculation: ($90,000)†",2025
2025,Jaan Tallinn,ML Alignment & Theory Scholars Research (MATS Research),289000.0,"MATS Research, Inc.",General support,"$289,000 Speculation: ($95,000)†",2025
2025,Jaan Tallinn,Model Evaluation & Threat Research (METR),548000.0,"Model Evaluation and Threat Research, Inc.",General support,"$548,000 Speculation: ($120,000)† Matching: {$428,000}‡",2025
2025,Jaan Tallinn,Modeling Cooperation,66000.0,Convergence Analysis,General support of Modeling Cooperation,"$66,000 Speculation: ($40,000)† Matching: {$26,000}‡",2025
2025,Jaan Tallinn,OAISIS,251000.0,"Whistleblower Netzwerk, e.V.",General support of OAISIS,"$251,000",2025
2025,Jaan Tallinn,Odyssean Institute,79000.0,Odyssean Institute,General support,"$79,000 Speculation: ($30,000)†",2025
2025,Jaan Tallinn,Ovelle Bio**,667000.0,Ovelle Bio Corp.,General support,"$667,000 Speculation: ($305,000)†",2025
2025,Jaan Tallinn,Oxford China Policy Lab,719000.0,Berkeley Existential Risk Initiative,General support of Oxford China Policy Lab,"$719,000 Speculation: ($100,000)† Matching: {$239,000}‡",2025
2025,Jaan Tallinn,Oxford Martin AI Governance Initiative,311000.0,University of Oxford Development Trust Fund,General support of Oxford Martin AI Governance Initiative,"$311,000 Speculation: ($30,000)†",2025
2025,Jaan Tallinn,Palisade Research,1133000.0,Palisade Research,General support,"$1,133,000 Speculation: ($205,000)† Matching: {$928,000}‡",2025
2025,Jaan Tallinn,Panoplia Laboratories,60000.0,"Panoplia Laboratories, Inc.",General support,"$60,000 Speculation: ($10,000)†",2025
2025,Jaan Tallinn,Plurality Institute,100000.0,Plurality Institute,General support,"$100,000 Speculation: ($90,000)†",2025
2025,Jaan Tallinn,Principles of Intelligent Behavior in Biological and Social Systems (PIBBSS),1014000.0,Principles of Intelligence,General support,"$1,014,000 Speculation: ($20,000)† Matching: {$994,000}‡",2025
2025,Jaan Tallinn,RAND Corporation [Technology and Security Policy Center],1022000.0,RAND Corporation,General support of Technology and Security Policy Center,"$1,022,000 Speculation: ($490,000)† Matching: {$22,000}‡",2025
2025,Jaan Tallinn,Rethink Priorities (RP) [AI Strategy Team],28000.0,Rethink Priorities,General support of AI Strategy Team,"$28,000 Speculation: ($10,000)†",2025
2025,Jaan Tallinn,Rethink Priorities (RP) [Worldview Investigation Team],166000.0,Rethink Priorities,General support of Worldview Investigation Team,"$166,000",2025
2025,Jaan Tallinn,SaferAI,311000.0,SaferAI,General support,"$311,000 Speculation: ($90,000)† Matching: {$111,000}‡",2025
2025,Jaan Tallinn,Sage Future,170000.0,"Sage Future, Inc.",General support,"$170,000 Speculation: ($20,000)†",2025
2025,Jaan Tallinn,Secure AI Project,383000.0,"Secure AI Project, Inc.",General support,"$383,000 Speculation: ($520,000)†",2025
2025,Jaan Tallinn,SecureBio,754000.0,SecureBio,General support,"$754,000 Speculation: ($20,000)†",2025
2025,Jaan Tallinn,SecureDNA,1500000.0,SecureBio,General support of SecureDNA,"$1,500,000 Speculation: ($80,000)†",2025
2025,Jaan Tallinn,Seldon Labs,53000.0,"Seldon Labs, PBC",General support,"$53,000 Speculation: ($20,000)†",2025
2025,Jaan Tallinn,Simon Institute for Longterm Governance,400000.0,Simon Institute for Longterm Governance,General support,"$400,000 Speculation: ($30,000)†",2025
2025,Jaan Tallinn,Singapore AI Safety Hub,336000.0,Impact Academy Limited,General support of Singapore AI Safety Hub,"$336,000 Speculation: ($30,000)† Matching: {$36,000}‡",2025
2025,Jaan Tallinn,Stichting Legal Safety Lab,101000.0,Stichting Legal Safety Lab,General support,"$101,000 Speculation: ($30,000)†",2025
2025,Jaan Tallinn,Tarbell Center for AI Journalism,783000.0,"Tarbell Center for AI Journalism, Inc.",General support,"$783,000 Speculation: ($20,000)† Matching: {$200,000}‡",2025
2025,Jaan Tallinn,The Future Society (TFS),336000.0,"The Future Society, Inc.",General support,"$336,000 Speculation: ($10,000)†",2025
2025,Jaan Tallinn,The Institute for AI Policy and Strategy (IAPS),572000.0,Rethink Priorities,General support of The Institute for AI Policy and Strategy,"$572,000 Speculation: ($20,000)† Matching: {$300,000}‡",2025
2025,Jaan Tallinn,The Millennium Project,15950.0,The Millennium Project,General support,"$15,950 Speculation: ($15,950)†",2025
2025,Jaan Tallinn,The Vitalism Charity Project,220000.0,"Less Death, Inc.",General support of The Vitalism Charity Project,"$220,000 Speculation: ($340,000)†",2025
2025,Jaan Tallinn,Timaeus Research,276000.0,Timaeus Research Inc.,General support,"$276,000 Speculation: ($70,000)† Matching: {$206,000}‡",2025
2025,Jaan Tallinn,Topos Institute,220000.0,Topos Institute,General support,"$220,000 Speculation: ($30,000)† Matching: {$20,000}‡",2025
2025,Jaan Tallinn,Ulyssean PBC,186000.0,Ulyssean PBC,General support,"$186,000 Speculation: ($170,000)†",2025
2025,Jaan Tallinn,University of Toronto & University of Michigan [Toronto and Michigan NLP Group for AI Safety],101000.0,The Governing Council of the University of Toronto (1/2) & University of Michigan (1/2) §,General support of Toronto and Michigan NLP Group for AI Safety,"$101,000 Speculation: ($30,000)† Matching: {$51,000}‡",2025
2025,Jaan Tallinn,Zig Zag Technology*,30000.0,Zig Zag Technology,General support,"$30,000 Speculation: ($18,240)†",2025
