grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-12560-0,12560,2022-10-28,2022,Advocates for Animals,Farm Animal Welfare Legal Work,376235.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/advocates-for-animals-farm-animal-welfare-legal-work/
grants-13014-0,13014,2022-10-31,2022,Global Animal Partnership,Farm Animal Welfare Work (Exit Grant),500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/global-animal-partnership-exit-grant/
grants-12027-0,12027,2022-11-04,2022,Berkeley Existential Risk Initiative,General Support,100000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/berkeley-existential-risk-initiative-general-support-2/
grants-12080-0,12080,2022-11-04,2022,New York University,Ethiopia Urban Expansion Initiative Follow-Up,450000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/new-york-university-ethiopia-urban-expansion-initiative-follow-up/
grants-13188-0,13188,2022-11-07,2022,Berkeley Existential Risk Initiative,Machine Learning Alignment Theory Scholars,2047268.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/berkeley-existential-risk-initiative-machine-learning-alignment-theory-scholars/
grants-12441-0,12441,2022-11-09,2022,Mordechai Rorvig,Independent AI Journalism,110000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/mordechai-rorvig-independent-ai-journalism/
grants-12445-0,12445,2022-11-10,2022,Animal Welfare Observatory,Corporate Campaigns,2409106.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/equalia-corporate-campaigns-2022/
grants-12077-0,12077,2022-11-16,2022,Asar Social Impact Advisors,Clean Air Hubs (Contract),1630485.0,Air Quality,Grants,https://coefficientgiving.org/grants/asar-social-impact-advisors-clean-air-hubs/
grants-12122-0,12122,2022-11-16,2022,Hamish Huggard,EA Content Creation,83000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/hamish-huggard-ea-content-creation/
grants-12356-0,12356,2022-11-16,2022,Indian Institute of Technology Bombay,PAVITRA Pollution Modeling Tool,647618.0,Air Quality,Grants,https://coefficientgiving.org/grants/indian-institute-of-technology-bombay-pavitra-pollution-modeling-tool/
grants-12509-0,12509,2022-11-16,2022,George Mason University,Michael Clemens Migration Research,450000.0,,Grants,https://coefficientgiving.org/grants/george-mason-university-michael-clemens-migration-research/
grants-12940-0,12940,2022-11-16,2022,Center for AI Safety,General Support,5160000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/center-for-ai-safety-general-support/
grants-12448-0,12448,2022-11-17,2022,Helena,Health Security Policy,500000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/helena-health-security-policy/
grants-12666-0,12666,2022-11-17,2022,Jacob Steinhardt,AI Alignment Research,100000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/jacob-steinhardt-ai-alignment-research/
grants-13983-0,13983,2022-11-18,2022,Alignment Research Center,General Support,1250000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/alignment-research-center-general-support-november-2022/
grants-12135-0,12135,2022-11-20,2022,Seton Hall University,Longtermism Course Development,39780.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/seton-hall-university-longtermism-course-development/
grants-11896-0,11896,2022-11-21,2022,Catalyst,Farm Animal Welfare in Thailand,699986.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/catalyst-farm-animal-welfare-in-thailand-2022/
grants-12131-0,12131,2022-11-21,2022,Arcadia Impact,EA Organizing in London,445000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/london-effective-altruism-hub-effective-altruism-organizing-in-london/
grants-13057-0,13057,2022-11-22,2022,Eurogroup for Animals,Farm Animal Welfare in Europe,5699748.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/eurogroup-for-animals-farm-animal-welfare-in-europe/
grants-13355-0,13355,2022-11-22,2022,AI Safety Support,SERI MATS Program,1538000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-safety-support-seri-mats-program/
grants-12187-0,12187,2022-11-28,2022,Korean Animal Welfare Association,Cage-Free Campaigns,160000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/korean-animal-welfare-association-cage-free-campaigns-2022/
grants-12432-0,12432,2022-11-28,2022,University of Helsinki,Travel Funding for Air Pollution Research,87743.0,Air Quality,Grants,https://coefficientgiving.org/grants/university-of-helsinki-travel-funding-for-air-pollution-research/
grants-12978-0,12978,2022-11-28,2022,Effektiv Spenden,General Support,2322542.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/effektiv-spenden-general-support/
grants-13177-0,13177,2022-11-28,2022,AI Safety Hub,Safety Labs,47359.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-safety-hub-safety-labs/
grants-13261-0,13261,2022-11-28,2022,Material Innovation Initiative,Plant-Based Fashion Alternatives,600000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/material-innovation-initiative-plant-based-fashion-alternatives-2022/
grants-13396-0,13396,2022-11-28,2022,SecureBio,Biosecurity Research,1420937.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/securebio-biosecurity-research/
grants-12472-0,12472,2022-11-29,2022,Aquatic Life Institute,Aquatic Animal Welfare,150000.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/aquatic-life-institute-aquatic-animal-welfare/
grants-13100-0,13100,2022-11-29,2022,Scholarship (Various),Open Philanthropy Biosecurity Scholarships,352312.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/open-philanthropy-biosecurity-scholarships-2023/
grants-12465-0,12465,2022-11-30,2022,Northeastern University,Large Language Model Interpretability Research (David Bau),562128.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/northeastern-university-large-language-model-interpretability-research/
grants-12763-0,12763,2022-11-30,2022,Longview Philanthropy,Far-UVC Event,60000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/longview-philanthropy-far-uvc-event/
grants-12714-0,12714,2022-12-01,2022,Effective Ventures Foundation,General Support,11425000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-ventures-foundation-uk-general-support/
grants-12902-0,12902,2022-12-01,2022,Jérémy Scheurer,Independent AI Alignment Research,110000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/jeremy-scheurer-independent-ai-alignment-research/
grants-13075-0,13075,2022-12-01,2022,Georgetown University,Policy Fellowship,239061.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/georgetown-university-policy-fellowship-2022/
grants-13054-0,13054,2022-12-02,2022,Cara Wilcox,Broiler Chicken Research,106810.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/cara-wilcox-broiler-chicken-research/
grants-13312-0,13312,2022-12-05,2022,FAR AI,Interpretability Research,50000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/far-ai-interpretability-research/
grants-13382-0,13382,2022-12-05,2022,Foundation for Professional Development Fund,Syphilis Genome Sequencing,229080.0,Human Health and Wellbeing; Infectious Diseases; Maternal and Newborn Health; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/foundation-for-professional-development-fund-syphilis-genome-sequencing/
grants-12975-0,12975,2022-12-06,2022,Malaria No More,Malaria Funding Advocacy,3400000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/malaria-no-more-malaria-funding-advocacy/
grants-13061-0,13061,2022-12-06,2022,FAR AI,Inverse Scaling Prize,49500.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/far-ai-inverse-scaling-prize/
grants-13181-0,13181,2022-12-06,2022,Michel Justen,Career Transition,13000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/michel-justen-career-transition/
grants-13459-0,13459,2022-12-06,2022,Apart Research,AI Alignment Hackathons,89000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/apart-research-ai-alignment-hackathons/
grants-12657-0,12657,2022-12-07,2022,University of Pennsylvania,Adrenal Cell Research,1320000.0,Human Health and Wellbeing; Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-pennsylvania-adrenal-cell-research/
grants-12675-0,12675,2022-12-07,2022,GiveWell,General Support,4233048.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givewell-general-support-2022/
grants-13016-0,13016,2022-12-07,2022,Yale University,Cardiovascular Research,400000.0,Human Health and Wellbeing; Noninfectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/yale-university-cardiovascular-research/
grants-12921-0,12921,2022-12-08,2022,University of Notre Dame,Biofilm-Resistant Catheters,895000.0,Human Health and Wellbeing; Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-notre-dame-biofilm-resistant-catheters/
grants-12787-0,12787,2022-12-09,2022,The Pollination Project,Movement Building,370000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/pollination-project-movement-building-2022/
grants-13370-0,13370,2022-12-09,2022,Latecomer Institute,Longtermist Magazine,234000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/latecomer-institute-longtermist-magazine/
grants-13379-0,13379,2022-12-10,2022,University of Southern California,Syphilis Genome Sequencing,90000.0,Human Health and Wellbeing; Infectious Diseases; Maternal and Newborn Health; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-southern-california-syphilis-genome-sequencing/
grants-13273-0,13273,2022-12-12,2022,Plant Based Foods Institute,International Regranting Against Labeling Laws,595000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/plant-based-foods-institute-international-regranting-against-labeling-laws/
grants-13374-0,13374,2022-12-12,2022,FAR AI,General Support,625000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/far-ai-general-support/
grants-12459-0,12459,2022-12-13,2022,Atlas Fellowship,General Support,1800000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/atlas-fellowship-general-support/
grants-13258-0,13258,2022-12-13,2022,Forecasting Research Institute,Science of Forecasting,6305675.0,Forecasting,Grants,https://coefficientgiving.org/grants/forecasting-research-institute-science-of-forecasting/
grants-15435-0,15435,2022-12-13,2022,Data for Decisions,Syphilis Vaccine Economic Research (Contract),414804.0,Global Health & Wellbeing Opportunities; Infectious Diseases; Maternal and Newborn Health,Grants,https://coefficientgiving.org/grants/data-for-decisions-syphilis-vaccine-economic-research/
grants-13019-0,13019,2022-12-14,2022,Consultants for Impact,General Support,34500.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-altruism-consulting-network-general-support/
grants-13250-0,13250,2022-12-14,2022,Focus Philanthropy,Farm Animal Welfare Fundraising,220000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/focus-philanthropy-farm-animal-welfare-fundraising/
grants-14195-0,14195,2022-12-14,2022,Platinum,Japanese Aid Advocacy Travel,250000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/platinum-japanese-aid-advocacy-travel/
grants-12884-0,12884,2022-12-15,2022,Pru Elliott,Corporate Campaign Coaching,32610.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/pru-elliott-corporate-campaign-coaching/
grants-13066-0,13066,2022-12-15,2022,Purdue University,Language Model Research (Xiangyu Zhang),170000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/purdue-university-language-model-research/
grants-13069-0,13069,2022-12-15,2022,Simon McGregor,AI Risk Workshop,7000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/simon-mcgregor-ai-risk-workshop/
grants-12784-0,12784,2022-12-16,2022,Rethink Priorities,Global Health and Wellbeing Research (Contract),690000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/rethink-priorities-global-health-and-wellbeing-research-2022/
grants-12792-0,12792,2022-12-16,2022,Scarlet Spark,Animal Welfare Management Coaching,150000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/scarlet-spark-animal-welfare-management-coaching/
grants-13191-0,13191,2022-12-16,2022,Stanford University,Bangladeshi Brick Kilns RCT,206910.0,Air Quality,Grants,https://coefficientgiving.org/grants/stanford-university-bangladeshi-brick-kilns-rct/
grants-14245-0,14245,2022-12-16,2022,Khon Kaen University,Tuberculosis Diagnostic via Raman Spectroscopy,1248280.0,Human Health and Wellbeing; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/khon-kaen-university-tuberculosis-diagnostic-via-raman-spectroscopy/
grants-12888-0,12888,2022-12-19,2022,Animal & Vegan Advocacy Summit,Travel Scholarships,150000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-vegan-advocacy-summit-travel-scholarships-2023/
grants-13853-0,13853,2022-12-20,2022,Effective Ventures Foundation,Office Space,1835390.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-ventures-foundation-office-space/
grants-15429-0,15429,2022-12-21,2022,Tara Climate Foundation,Clean Energy Transition in Asia,10000000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/tara-climate-foundation-clean-energy-transition-in-asia/
grants-12706-0,12706,2022-12-22,2022,Lead Exposure Elimination Project,General Support,150000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/lead-exposure-elimination-project-general-support/
grants-12772-0,12772,2022-12-22,2022,Humánny pokrok,Farm Animal Welfare in Slovakia,357628.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/humanny-pokrok-farm-animal-welfare-in-slovakia/
grants-13319-0,13319,2022-12-22,2022,Massachusetts Institute of Technology Media Lab,Biosecurity Research,2648881.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/massachusetts-institute-of-technology-media-lab-biosecurity-research-2022/
grants-13502-0,13502,2022-12-22,2022,Compassion in World Farming,Regranting for Farm Animal Welfare in Asia,170000.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-regranting-for-farm-animal-welfare-in-asia/
grants-13559-0,13559,2022-12-22,2022,AidData,General Support,250000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/aiddata-general-support/
grants-14647-0,14647,2022-12-22,2022,Welfare Footprint Project,Research on Animal Welfare Reforms (Contract),1250000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/welfare-footprint-project-research-on-animal-welfare-reforms-2023/
grants-13404-0,13404,2022-12-23,2022,Sarah Adcock,Layer Hen Welfare Research,279000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/university-of-wisconsin-madison-layer-hen-welfare-research/
grants-13451-0,13451,2023-01-04,2023,High Impact Medicine,Community Building for Medical Students,134000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/high-impact-medicine-community-building-for-medical-students/
grants-13238-0,13238,2023-01-05,2023,One for the World,General Support,870000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/one-for-the-world-general-support-2023/
grants-13225-0,13225,2023-01-06,2023,PoliPoli,Youth Outreach for Global Health Aid,181621.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/polipoli-youth-outreach-for-global-health-aid/
grants-13359-0,13359,2023-01-06,2023,Animal Ask,Farm Animal Welfare Strategy Research,150000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-ask-farm-animal-welfare-strategy-research-2023/
grants-13676-0,13676,2023-01-06,2023,Sharpen Strategy,Farm Animal Welfare Consulting,2500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/sharpen-strategy-farm-animal-welfare-consulting/
grants-13322-0,13322,2023-01-10,2023,Cooperation Canada,International Assistance Advocacy in Canada,300000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/cooperation-canada-international-assistance-advocacy-in-canada/
grants-12726-0,12726,2023-01-11,2023,Animal Friends Jogja,Farm Animal Welfare in Indonesia,139000.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/animal-friends-jogja-farm-animal-welfare-in-indonesia/
grants-13306-0,13306,2023-01-11,2023,Lausanne AI Alignment,AI Alignment Bootcamp,21092.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/lausanne-ai-alignment-ai-alignment-bootcamp/
grants-14715-0,14715,2023-01-11,2023,Good Judgment Inc.,Forecasting Review on Power-Seeking AI (Contract),231000.0,Forecasting,Grants,https://coefficientgiving.org/grants/good-judgment-inc-forecasting-review-on-power-seeking-ai/
grants-12723-0,12723,2023-01-12,2023,World Resources Institute,City Government Support for Air Quality,1200000.0,Air Quality,Grants,https://coefficientgiving.org/grants/world-resources-institute-city-government-support-for-air-quality/
grants-13376-0,13376,2023-01-12,2023,Harvard University,Center for Communicable Disease Dynamics,190000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/harvard-university-center-for-communicable-disease-dynamics/
grants-13409-0,13409,2023-01-12,2023,University of British Columbia,AI Alignment Research (Jeff Clune),100375.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-british-columbia-ai-alignment-research/
grants-13974-0,13974,2023-01-12,2023,Sebastian Lodemann,Existential Risk Projects,43000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/sebastian-lodemann-existential-risk-projects/
grants-13009-0,13009,2023-01-13,2023,International Foundation for Social Impact,Air Quality Governance Support,590000.0,Air Quality,Grants,https://coefficientgiving.org/grants/international-foundation-for-social-impact-air-quality-governance-support/
grants-13315-0,13315,2023-01-17,2023,Animal Charity Evaluators,General Support,350000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-charity-evaluators-general-support-2023/
grants-13462-0,13462,2023-01-17,2023,Effisciences,Existential Risk Programs,9600.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effisciences-existential-risk-programs/
grants-13498-0,13498,2023-01-17,2023,"University of California, Santa Cruz",Adversarial Robustness Research (Cihang Xie),114000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-california-santa-cruz-adversarial-robustness-research-2023/
grants-15426-0,15426,2023-01-17,2023,Effective Ventures Foundation,Effective Giving Summit,59344.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-ventures-foundation-effective-giving-summit/
grants-13603-0,13603,2023-01-18,2023,IMPROVE,Egg Alternatives Research (Contract),65756.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/improve-egg-alternatives-research/
grants-13972-0,13972,2023-01-18,2023,Longview Philanthropy,Research Support for Kacper Kowalczyk,74557.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/longview-philanthropy-research-support-for-kacper-kowalczyk/
grants-12795-0,12795,2023-01-19,2023,Longview Philanthropy,Film Project Scoping Work,57500.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/longview-philanthropy-film-project-scoping-work/
grants-13495-0,13495,2023-01-19,2023,ERA,Cambridge Fellowship,822620.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/existential-risks-alliance-cambridge-fellowship/
grants-12718-0,12718,2023-01-20,2023,"University of California, Berkeley",Aging Research (Irina Conboy),3042600.0,Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-california-berkeley-aging-research-irina-conboy-2023/
grants-12932-0,12932,2023-01-20,2023,University of Oxford,Genetic Engineering Attribution,40000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/university-of-oxford-genetic-engineering-attribution/
grants-13970-0,13970,2023-01-20,2023,Longview Philanthropy,Support for Richard Chappell,47500.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/longview-philanthropy-support-for-richard-chappell/
grants-14253-0,14253,2023-01-21,2023,Bertha von Suttner-Studienwerk,University Scholarships,110000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/bertha-von-suttner-studienwerk-university-scholarships/
grants-14836-0,14836,2023-01-23,2023,Adam Jermyn,Independent AI Alignment Research,19231.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/adam-jermyn-independent-ai-alignment-research/
grants-13977-0,13977,2023-01-24,2023,Librea,Effective Altruism Book Rights,40000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/librea-effective-altruism-book-rights/
grants-14235-0,14235,2023-01-24,2023,University of Toronto,Alignment Research (Toryn Klassen),80000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-toronto-alignment-research/
grants-14804-0,14804,2023-01-24,2023,Altruistic Agency,Tech Support for Nonprofits,30000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/altruistic-agency-tech-support-for-nonprofits/
grants-13415-0,13415,2023-01-25,2023,International Rescue Committee,USAID Placement,1071597.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/international-rescue-committee-usaid-placement/
grants-13657-0,13657,2023-01-25,2023,Animal Advocacy Careers,Career Coaching for Animal Advocates,500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-advocacy-careers-career-coaching-for-animal-advocates/
grants-14725-0,14725,2023-01-25,2023,Jeremy Rubinoff,AI Safety Retreat,16587.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/jeremy-rubinoff-ai-safety-retreat/
grants-18657-0,18657,2023-01-25,2023,Various Individuals,Biosecurity Fellowships,543456.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/biosecurity-fellowships/
grants-13691-0,13691,2023-01-27,2023,Crustacean Compassion,General Support,863595.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/crustacean-compassion-general-support-2023/
grants-15039-0,15039,2023-01-27,2023,Eon Essay Contest,The Precipice Essay Contest,73000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/eon-essay-contest-the-precipice-essay-contest-2023/
grants-15086-0,15086,2023-01-27,2023,Centre for Effective Altruism; Effective Ventures Foundation USA,General Support for the Centre for Effective Altruism,4700000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/centre-for-effective-altruism-general-support-january-2023/
grants-14133-0,14133,2023-01-28,2023,Neel Nanda,Interpretability Research,70000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/neel-nanda-interpretability-research/
grants-13553-0,13553,2023-01-30,2023,"80,000 Hours",General Support,1200000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/80000-hours-general-support-2023/
grants-13599-0,13599,2023-01-30,2023,Washington University in St. Louis,Omega-3 Trial for Pregnant Women,1700000.0,Human Health and Wellbeing; Maternal and Newborn Health; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/washington-university-in-st-louis-omega-3-trial-for-pregnant-women/
grants-14136-0,14136,2023-01-30,2023,Cambridge Boston Alignment Initiative,Machine Learning Bootcamps,284629.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-boston-alignment-initiative-machine-learning-bootcamps/
grants-14343-0,14343,2023-01-30,2023,Effective Ventures Foundation,Support for What We Owe The Future,37128.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effective-ventures-foundation-support-for-what-we-owe-the-future/
grants-14806-0,14806,2023-01-30,2023,Kyle House Group,Aid Policy Strategy (Contract),230000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/kyle-house-group-aid-policy-strategy/
grants-13639-0,13639,2023-01-31,2023,Helen Keller International,Vitamin A Supplementation,67452836.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/helen-keller-international-vitamin-a-supplementation-january-2023/
grants-13712-0,13712,2023-01-31,2023,University of Georgia,Malaria Research,192925.0,Human Health and Wellbeing; Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-georgia-malaria-research-2023/
grants-13563-0,13563,2023-02-01,2023,Responsible AI Collaborative,AI Incident Database,100000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/responsible-ai-collaborative-ai-incident-database/
grants-13663-0,13663,2023-02-01,2023,Arb Research,Staff Support,25000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/arb-research-staff-support/
grants-13590-0,13590,2023-02-02,2023,Rethink Priorities,Moral Weight Book Rights,15000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/rethink-priorities-moral-weight-book-rights/
grants-13593-0,13593,2023-02-02,2023,Center for AI Safety,Philosophy Fellowship and NeurIPS Prizes,1433000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/center-for-ai-safety-philosophy-fellowship/
grants-13596-0,13596,2023-02-02,2023,Ayuda Efectiva,General Support,225000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/ayuda-efectiva-general-support/
grants-13606-0,13606,2023-02-02,2023,Terner Housing Innovation Labs,Housing Policy Dashboard (Predates Fund),75000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/terner-housing-innovation-labs-housing-policy-dashboard/
grants-13651-0,13651,2023-02-02,2023,Innovations for Poverty Action,Ethiopian Office,2800000.0,Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/innovations-for-poverty-action-ethiopian-office/
grants-13766-0,13766,2023-02-02,2023,University of Pavia,"Law, Ethics, and AI Course Development (Federico Faroldi)",23245.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-pavia-law-ethics-and-ai-course-development/
grants-13850-0,13850,2023-02-03,2023,Global Priorities Institute,General Support,2506291.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/global-priorities-institute-general-support-2023/
grants-14210-0,14210,2023-02-05,2023,Fund for the Global Fund,Scoping Work,264000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/fund-for-the-global-fund-scoping-work/
grants-13682-0,13682,2023-02-06,2023,University of Washington,Tonsil Model for Tuberculosis Research,1500000.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-washington-tonsil-model-for-tuberculosis-research/
grants-14722-0,14722,2023-02-06,2023,Sabine Wieluch and Sebastian Morr GbR,EA Web Content,30000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/sabine-wieluch-and-sebastian-morr-gbr-ea-web-content/
grants-14219-0,14219,2023-02-07,2023,Rethink Priorities,Animal Welfare Field-Building,268684.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/rethink-priorities-animal-welfare-field-building/
grants-16325-0,16325,2023-02-07,2023,Gates Philanthropy Partners,Global Education Regranting,5000000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/gates-philanthropy-partners-global-education-regranting/
grants-16327-0,16327,2023-02-07,2023,Gates Philanthropy Partners,Oral Cholera Vaccine Production,25000000.0,Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/gates-philanthropy-partners-oral-cholera-vaccine-production/
grants-16331-0,16331,2023-02-07,2023,Gates Philanthropy Partners,Tuberculosis Vaccine Candidate,40050000.0,Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/gates-philanthropy-partners-tuberculosis-vaccine-candidate/
