grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-2586-0,2586,2017-01-10,2017,GiveDirectly,General Support,2500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givedirectly-general-support-january-2017/
grants-2588-0,2588,2017-01-10,2017,Sightsavers,Deworming Program,2950000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/sightsavers-deworming-january-2017/
grants-2590-0,2590,2017-01-10,2017,Schistosomiasis Control Initiative,General Support,13500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/schistosomiasis-control-initiative-general-support-2017/
grants-2594-0,2594,2017-01-10,2017,Against Malaria Foundation,General Support,15080000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/against-malaria-foundation-general-support-january-2017/
grants-2584-0,2584,2017-01-11,2017,Evidence Action,General Support,4470000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/deworm-the-world-initiative-general-support-january-2017/
grants-2777-0,2777,2017-01-11,2017,Albert Schweitzer Foundation,International Cage-Free Advocacy,111986.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/albert-schweitzer-foundation-international-cage-free-advocacy/
grants-2671-0,2671,2017-01-13,2017,Albert Schweitzer Foundation,Fish Welfare,317060.0,Farm Animal Welfare; Farm Animal Welfare in Europe; Fish Welfare,Grants,https://coefficientgiving.org/grants/albert-schweitzer-foundation-fish-welfare/
grants-2592-0,2592,2017-01-25,2017,Global Alliance for Improved Nutrition,Universal Salt Iodization Program,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/global-alliance-for-improved-nutrition-universal-salt-iodization-january-2017/
grants-2660-0,2660,2017-01-25,2017,Blue Ribbon Study Panel on Biodefense,General Support,500000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/blue-ribbon-study-panel-on-biodefense-general-support-2017/
grants-2406-0,2406,2017-01-27,2017,Compassion in World Farming,Fish Welfare,1026253.0,Farm Animal Welfare; Farm Animal Welfare in Europe; Fish Welfare,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-fish-welfare/
grants-2659-0,2659,2017-01-31,2017,Farm Forward,Chicken Welfare Advocacy,100000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/farm-forward-chicken-welfare-advocacy-2017/
grants-2764-0,2764,2017-01-31,2017,Johns Hopkins Center for Health Security,"Biosecurity, Global Health Security, and Global Catastrophic Risks",16000000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/johns-hopkins-center-for-health-security-biosecurity-global-health-security-and-global-catastrophic-risks-2017/
grants-2480-0,2480,2017-02-02,2017,"Georgetown University Initiative on Innovation, Development, and Evaluation",Zusha! Road Safety Campaign,900000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/gui2de-zusha-road-safety-campaign-february-2017/
grants-2654-0,2654,2017-02-03,2017,Nuclear Threat Initiative,Planning Grant for Global Health Security Index,476859.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/nuclear-threat-initiative-planning-grant-for-global-health-security-index/
grants-2666-0,2666,2017-02-03,2017,Dyrevernalliansen (The Norwegian Animal Protection Alliance),Fish Welfare,378000.0,Farm Animal Welfare; Farm Animal Welfare in Europe; Fish Welfare,Grants,https://coefficientgiving.org/grants/dyrevernalliansen-fish-welfare/
grants-2582-0,2582,2017-02-14,2017,Malaria Consortium,General Support,5000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/malaria-consortium-seasonal-malaria-chemoprevention-february-2017/
grants-2621-0,2621,2017-02-15,2017,Global Animal Partnership,General Support,200000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/global-animal-partnership-general-support-2017/
grants-2082-0,2082,2017-02-16,2017,Global Animal Partnership,Broiler Chicken Welfare Research,515000.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/global-animal-partnership-broiler-chicken-welfare-research/
grants-2561-0,2561,2017-02-16,2017,Genspace,DIYbio and FBI Meeting,15000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/genspace-diybio-and-fbi-meeting/
grants-34831-0,34831,2017-02-20,2017,UCLA School of Law,Climate Engineering Governance,776095.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/climate-engineering-governance/
grants-2620-0,2620,2017-03-01,2017,Humane Society International,East Asian and OIE Projects,1364000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/humane-society-international-east-asian-and-oie-projects/
grants-2641-0,2641,2017-03-01,2017,Georgetown Center for Global Health Science and Security,General Support,3500000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/georgetown-center-for-global-health-science-and-security-general-support-2017/
grants-2648-0,2648,2017-03-01,2017,ClimateWorks Foundation; Global Alliance for Improved Nutrition,Kigali Cooling Efficiency Program,3000000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/climateworks-foundation-kigali-cooling-efficiency-program/
grants-2804-0,2804,2017-03-01,2017,Future of Humanity Institute,General Support,1995425.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/future-of-humanity-institute-general-support/
grants-2529-0,2529,2017-03-07,2017,Stanford University,Percy Liang Planning Grant,25000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/stanford-university-percy-liang-planning-grant/
grants-2555-0,2555,2017-03-08,2017,International Society for Applied Ethology,Travel Scholarships,40000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/international-society-for-applied-ethology-travel-scholarships/
grants-2610-0,2610,2017-03-08,2017,Center for Global Development,Migration Program,1800000.0,,Grants,https://coefficientgiving.org/grants/center-for-global-development-migration-program/
grants-2569-0,2569,2017-03-09,2017,Distill Prize for Clarity in Machine Learning,General Support,25000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/distill-prize-for-clarity-in-machine-learning-general-support/
grants-2617-0,2617,2017-03-17,2017,"80,000 Hours",General Support,1125000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/80000-hours-general-support/
grants-2893-0,2893,2017-03-17,2017,Marc Bracke,Chicken Welfare Systematic Assessment,88345.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/wageningen-university-research-chicken-welfare-systematic-assessment/
grants-2580-0,2580,2017-03-22,2017,Centre for Effective Altruism,General Support,2500000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/centre-for-effective-altruism-general-support-2017/
grants-2557-0,2557,2017-03-24,2017,World Animal Protection,Broiler Chicken Welfare,517588.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/world-animal-protection-broiler-chicken-welfare-2017/
grants-2657-0,2657,2017-03-27,2017,OpenAI,General Support,30000000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/openai-general-support/
grants-2554-0,2554,2017-03-29,2017,Institute for Advancement of Animal Welfare Science,Planning Gift (Colorado State University),80400.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/colorado-state-university-planning-gift/
grants-2460-0,2460,2017-04-03,2017,Center for Effective Global Action at UC Berkeley,KLPS-4 Survey,1104259.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/center-for-effective-global-action-at-uc-berkeley-klps-4-survey/
grants-2476-0,2476,2017-04-03,2017,New Incentives,General Support,820000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/new-incentives-general-support-april-2017/
grants-2478-0,2478,2017-04-03,2017,Evidence Action,Operational Improvements and Deworm the World Initiative,2642300.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-strengthen-operations/
grants-2571-0,2571,2017-04-05,2017,Animal Charity Evaluators,General Support,500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-charity-evaluators-general-support/
grants-2545-0,2545,2017-04-07,2017,BioBricks Foundation,Biosecurity Activities at SB7.0,152950.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/biobricks-foundation-biosecurity-activities-at-sb7-0/
grants-2547-0,2547,2017-04-13,2017,East Bay Forward,YIMBYtown 2017 Conference (Predates Fund),40000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/east-bay-forward-yimbytown-2017-conference/
grants-2573-0,2573,2017-04-14,2017,New Partnership for Africa’s Development,General Support,2350000.0,Infectious Diseases; Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/new-partnership-for-africas-development-planning-and-coordinating-agency-general-support/
grants-2568-0,2568,2017-04-18,2017,The Greenfield Project,General Support,500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-greenfield-project-general-support/
grants-2607-0,2607,2017-04-19,2017,Foundation for Food and Agriculture Research,Farm Animal Welfare Research,1000000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/foundation-for-food-and-agriculture-research-farm-animal-welfare-research-2017/
grants-2565-0,2565,2017-04-27,2017,Rockefeller University,Viral Histone Mimics (Alexander Tarakhovsky),1600000.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/rockefeller-university-viral-histone-mimics-alexander-tarakhovsky/
grants-2567-0,2567,2017-05-03,2017,"National Academies of Sciences, Engineering, and Medicine",International Meeting on Governance of Dual-Use Research,452545.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/national-academies-of-sciences-engineering-and-medicine-international-meeting-on-governance-of-dual-use-research/
grants-2436-0,2436,2017-05-10,2017,IDinsight,Embedded GiveWell Team,2321617.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/idinsight-embedded-givewell-team-2017/
grants-2447-0,2447,2017-05-10,2017,Genspace,DIYbio Labs Project,454025.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/genspace-diybio-labs-project/
grants-2525-0,2525,2017-05-10,2017,Mercy For Animals,Animal Welfare Reform (India),500000.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/mercy-for-animals-india-animal-welfare-reform/
grants-2791-0,2791,2017-05-10,2017,Target Malaria,Gene Drives for Malaria Control,17500000.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/target-malaria-gene-drives-for-malaria-control/
grants-2506-0,2506,2017-05-12,2017,North Carolina State University,DIYbio Labs Project,252725.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/north-carolina-state-university-diybio-labs-project/
grants-2543-0,2543,2017-05-17,2017,Center for Applied Rationality,European Summer Program on Rationality,340000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/center-for-applied-rationality-european-summer-program-on-rationality/
grants-2523-0,2523,2017-05-19,2017,Animal Equality,Animal Welfare Reform (India),292000.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/animal-equality-india-animal-welfare-reform/
grants-2541-0,2541,2017-05-19,2017,Future of Life Institute,General Support,100000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/future-of-life-institute-general-support-2017/
